class	score
1	0.771801788
1	0.927166714
1	0.964363626
1	0.937099979
1	0.745461747
1	1.004836178
1	0.735489602
1	0.762701665
1	0.860552946
1	0.648958075
1	0.687927216
1	0.791609212
1	0.70870215
1	0.709984977
1	0.937084231
1	0.800396531
1	0.958289067
1	1.025246545
1	0.933541315
1	0.769499628
1	0.731566157
1	1.073648041
1	0.86465013
1	0.988448069
1	0.99307772
1	0.95612857
1	1.052717295
1	0.833637765
1	0.910548897
1	1.042349973
1	0.87697362
1	0.977002693
1	1.083184212
1	0.957775968
1	0.998830376
1	1.032691929
1	1.086766689
1	0.868635888
1	1.003019669
1	1.064986484
1	0.834844866
1	0.911823639
1	0.963176072
1	0.998756049
1	0.719629456
1	0.809665391
1	1.008090383
1	1.029446884
1	0.811750164
1	0.991595613
1	0.960217842
1	0.955083689
1	0.860901837
1	0.799639529
1	1.032804669
1	0.944273514
1	1.004126326
1	0.757442465
1	0.515041683
1	0.840007281
1	0.85351942
1	0.959523225
1	1.026493438
1	0.648009573
1	1.252319701
1	0.962947532
1	0.842502465
1	0.75716225
1	0.963116729
1	0.899482585
1	0.963988475
0	0.27191546
0	-0.088320673
0	-0.257732772
0	-0.306493279
0	0.034030034
0	0.007906165
0	-0.258457109
0	-0.045060399
0	-0.362841448
0	-0.222991201
0	-0.153094062
0	-0.285098354
0	-0.297687369
0	0.009997808
0	0.155213299
0	0.178502715
0	-0.263976536
0	-0.596101338
0	0.037250923
0	-0.057604524
0	-0.187208489
0	0.108378372
0	-0.168735188
0	0.027079685
0	-0.118211036
0	0.013414133
0	-0.070467036
0	-0.233285995
0	-0.040893268
0	0.032373359
0	0.060863385
0	0.043446496
0	-0.026456948
0	-0.062989419
0	0.078874989
0	0.025613709
0	0.059532767
0	0.019940519
0	-0.073451375
0	0.029774415
0	-0.463190465
0	-0.244976813
0	-0.067006665
0	-0.324274236
0	0.400087101
0	-0.162613702
0	0.076264908
0	-0.055911921
0	-0.023145378
0	-0.05530858
0	-0.264469854
0	-0.539699493
0	-0.129234179
0	0.154346907
0	-0.174524879
0	-0.193349172
0	-0.053699671
0	-0.037423681
0	-0.176752919
0	0.084203036
0	-0.36524705
0	-0.159509052
0	0.193347051
0	-0.397031878
0	0.07843818
0	0.120483974
0	-0.155652559
0	-0.180004884
0	-0.032817893
0	0.063244043
0	-0.237181882
0	-0.071680795
0	-0.143869336
0	0.170521776
0	-0.246337258
0	-0.145505781
0	-0.011318866
0	-0.504486166
0	-0.007800207
0	-0.002244265
0	0.436943049
0	-0.232494004
0	-0.24032705
0	-0.215622654
0	0.094108326
0	-0.108561204
0	-0.168297115
0	0.281210518
0	0.09795272
0	0.138352143
